expansions,primary_total,primary_nonempty,secondary_total,secondary_nonempty,logical_nodes,logical_primary_nonempty,logical_secondary_nonempty,f_min,f_max,h_min_mean,h_min_stddev,h_max_mean,h_max_stddev,sec_per_pri_mean,sec_per_pri_stddev,nodes_per_sec_mean,nodes_per_sec_stddev
100000,16498,961,4393805,28337,16201,853,15781,10998,12970,3019.27,2596.65,3815.78,2367.08,29.487,26.4679,1.13082,0.42507
200000,16498,961,4393805,36178,15036,839,14519,10998,12970,2874.52,2641.01,3816.01,2367.31,37.6462,28.2703,1.19363,0.512831
300000,16498,961,4400793,42249,15841,783,15186,10998,12970,2806.34,2643.17,3816.5,2367.95,43.9636,30.6375,1.2258,0.562668
400000,16498,961,4400793,49072,17759,834,16896,10998,12970,2760.13,2678,3816.5,2367.95,51.0635,36.4574,1.2469,0.583341
500000,16498,961,4404225,51652,17567,795,16759,10998,12970,2747.28,2667.65,3817.04,2368.67,53.7482,36.1433,1.27073,0.613518
600000,16498,961,4404225,57595,19511,798,18587,10998,12970,2708.37,2678.05,3817.04,2368.67,59.9324,40.7837,1.28584,0.628727
700000,16498,961,4404225,61761,18583,791,17690,10998,12970,2696.78,2684.56,3817.04,2368.67,64.2674,44.6926,1.29582,0.645091
800000,16498,961,4404225,65560,19799,786,18826,10998,12970,2679.64,2676.68,3817.13,2368.78,68.2206,45.8039,1.30978,0.662351
900000,16498,961,4404225,69328,22880,786,21419,10998,12970,2652.71,2669.43,3817.13,2368.78,72.1415,47.1772,1.31986,0.673188
1000000,16498,961,4404225,73322,25624,796,24304,10998,12970,2636.71,2680.3,3817.13,2368.78,76.2976,52.4756,1.33021,0.68721
1100000,16498,961,4404225,77598,19858,755,18823,10998,12970,2623.69,2685.89,3817.13,2368.78,80.7471,57.3358,1.33143,0.686217
1200000,16498,961,4404225,80521,17861,763,17059,10998,12970,2613.33,2692.79,3817.13,2368.78,83.7888,61.8042,1.34156,0.695994
1300000,16498,961,4411117,79601,12461,730,12019,10998,12970,2623.15,2698.75,3817.82,2369.71,82.8314,63.9816,1.34875,0.700258
1400000,16498,960,4400742,83171,20073,751,18617,10998,12970,2606.75,2696.31,3814.71,2368.98,86.6365,66.2381,1.33884,0.694368
1500000,16498,960,4400742,85785,19152,751,18069,10998,12970,2599.96,2693.78,3814.71,2368.98,89.3594,67.4173,1.33474,0.688742
1600000,16498,960,4400742,88346,16878,729,16210,10998,12970,2596.72,2694.88,3814.71,2368.98,92.0271,69.9538,1.33901,0.688943
1700000,16498,960,4400742,91964,25914,749,23845,10998,12970,2582.32,2695.9,3814.71,2368.98,95.7958,73.1495,1.33253,0.681164
1800000,16498,960,4400742,93062,25218,760,23013,10998,12970,2580.56,2697.16,3814.71,2368.98,96.9396,74.7041,1.34867,0.691707
1900000,16498,961,4414550,95403,21149,756,19300,10998,12970,2584.1,2702.46,3818.17,2370.19,99.2747,78.1607,1.3723,0.722182
2000000,16498,961,4414550,97906,26292,756,23808,10998,12970,2569,2695.79,3818.17,2370.19,101.879,79.3224,1.37289,0.718538
2100000,16498,961,4414550,99154,28135,757,25608,10998,12970,2567,2700.76,3818.17,2370.19,103.178,81.0268,1.36697,0.715183
2200000,16498,961,4414550,101708,23789,737,21897,10998,12970,2560.81,2703.92,3818.17,2370.19,105.836,84.6548,1.36573,0.714448
2300000,16498,961,4414550,104517,26527,794,24290,10998,12970,2554.79,2709.27,3818.17,2370.19,108.759,88.9299,1.36822,0.714146
2400000,16498,961,4414550,107749,30340,739,26796,10998,12970,2544.24,2711.9,3818.17,2370.19,112.122,92.6298,1.37002,0.715239
2500000,16498,961,4414550,110658,32971,761,29252,10998,12970,2535.83,2717.05,3818.17,2370.19,115.149,97.6976,1.36297,0.707436
2600000,16498,961,4414550,114371,35436,758,30768,10998,12970,2527.31,2721.62,3818.17,2370.19,119.012,103.866,1.3633,0.705225
2700000,16498,961,4414550,115738,19151,756,17732,10998,12970,2525.57,2719.7,3818.3,2370.36,120.435,105.72,1.37315,0.712301
2800000,16498,961,4414550,116993,20766,756,19260,10998,12970,2518.65,2713.9,3818.6,2370.76,121.741,105.439,1.37496,0.714996
2900000,16498,961,4414550,118351,21301,756,19770,10998,12970,2515.23,2710.13,3818.66,2370.84,123.154,104.727,1.37095,0.710582
3000000,16498,961,4414550,118811,20585,756,19031,10998,12970,2515.45,2715.38,3818.66,2370.84,123.633,105.711,1.38536,0.725866
3100000,16498,961,4414550,119166,20365,756,18737,10998,12970,2511.31,2709.65,3818.87,2371.13,124.002,105.465,1.37909,0.718727
3200000,16498,961,4414550,122338,28405,757,26275,10998,12970,2500.05,2717.87,3818.87,2371.13,127.303,108.404,1.37595,0.717099
3300000,16498,961,4414550,126193,41526,782,36798,10998,12970,2489.68,2724.66,3818.87,2371.13,131.314,115.486,1.37233,0.712603
3400000,16498,961,4414550,127038,22177,731,20852,10998,12970,2483.27,2705.46,3818.87,2371.13,132.194,113.138,1.37707,0.715037
3500000,16498,961,4414550,128158,21720,730,20543,10998,12970,2478.6,2710.52,3818.87,2371.13,133.359,113.975,1.37892,0.715049
3500000,16498,961,4414550,128157,21720,730,20543,10998,12970,2478.6,2710.52,3818.87,2371.13,133.358,113.975,1.37892,0.715051
3600000,16498,961,4414550,129039,21754,731,20485,10998,12970,2476.47,2700.88,3818.87,2371.13,134.276,113.083,1.37983,0.71615
3700000,16498,961,4414550,130375,24214,731,22615,10998,12970,2468.88,2694.89,3818.87,2371.13,135.666,113.066,1.38333,0.717528
3800000,16498,961,4414550,131761,23195,731,21876,10998,12970,2464.45,2691.93,3818.87,2371.13,137.108,113.505,1.37673,0.712653
3900000,16498,961,4414550,134365,28088,731,26465,10998,12970,2459.02,2699,3818.87,2371.13,139.818,115.456,1.37531,0.711324
4000000,16498,961,4414550,137552,31900,731,29673,10998,12970,2450.34,2703.88,3818.87,2371.13,143.134,120.424,1.37696,0.711808
4100000,16498,961,4414550,138924,27165,730,25588,10998,12970,2444.57,2708.04,3818.87,2371.13,144.562,123.069,1.37937,0.714175
4200000,16498,961,4414550,140743,22853,731,21674,10998,12970,2441.04,2705.39,3818.87,2371.13,146.455,125.927,1.38661,0.721463
4300000,16498,961,4414550,142694,25801,731,24292,10998,12970,2435.82,2702.12,3818.87,2371.13,148.485,126.08,1.38333,0.718522
4400000,16498,961,4414550,141701,21761,731,20300,10998,12970,2440.73,2710.66,3818.87,2371.13,147.452,127.235,1.38893,0.72129
4500000,16498,961,4414550,143339,22678,731,21203,10998,12970,2436.92,2706.97,3818.87,2371.13,149.156,127.198,1.3865,0.719308
4600000,16498,961,4414550,144165,24868,735,23148,10998,12970,2428.96,2715.56,3818.87,2371.13,150.016,129.543,1.40356,0.735975
4700000,16498,961,4414550,142095,16457,725,15744,10998,12970,2437.49,2722.79,3819.44,2371.91,147.862,131.782,1.39923,0.733513
4800000,16498,961,4414550,143741,19474,725,18548,10998,12970,2412.09,2696.65,3819.44,2371.91,149.574,131.357,1.39584,0.730992
4900000,16498,961,4414550,145495,22126,726,21026,10998,12970,2410.02,2697.8,3819.44,2371.91,151.4,131.255,1.39246,0.728317
5000000,16498,961,4414550,146333,25240,735,23968,10998,12970,2413.48,2719.96,3819.44,2371.91,152.272,133.812,1.39448,0.728983
5100000,16498,961,4414550,148579,21464,725,20461,10998,12970,2402.91,2696.17,3819.44,2371.91,154.609,135.124,1.39378,0.729062
5200000,16498,961,4414550,147575,19467,725,18551,10998,12970,2420.62,2727.21,3819.61,2372.14,153.564,137.608,1.40505,0.741487
5300000,16498,961,4421828,146157,14638,724,14041,10998,12970,2430.32,2731.89,3820.27,2373.03,152.088,138.788,1.41161,0.742611
5400000,16498,961,4438741,146352,16001,734,15299,10998,12970,2405.45,2700.95,3820.95,2373.95,152.291,138.947,1.40529,0.739829
5500000,16498,961,4438741,148033,19712,734,18716,10998,12970,2408.5,2728.21,3820.95,2373.95,154.041,140.89,1.4012,0.736901
5600000,16498,961,4445787,149407,20894,725,19565,10998,12970,2406.91,2712.1,3821.17,2374.25,155.47,141.461,1.40487,0.745804
5700000,16498,961,4445787,150513,22780,725,20961,10998,12970,2416.61,2729.33,3821.17,2374.25,156.621,142.05,1.40274,0.744278
5800000,16498,961,4466311,146229,16531,725,15743,10998,12970,2432.99,2746.93,3823,2376.71,152.163,143.661,1.41148,0.748985
5900000,16498,961,4469661,146345,18435,725,17630,10998,12970,2395.58,2697.76,3824.25,2378.38,152.284,142.822,1.40028,0.735947
6000000,16498,961,4469661,147355,21750,734,20639,10998,12970,2408.01,2737.54,3824.25,2378.38,153.335,144.997,1.39796,0.734268
6100000,16498,961,4469661,146116,17108,746,15948,10998,12970,2437.6,2754.39,3824.48,2378.68,152.046,145.318,1.42678,0.765138
6200000,16498,961,4486652,145308,18143,747,16880,10998,12970,2435.2,2751.88,3825.8,2380.45,151.205,145.117,1.40826,0.740266
6300000,16498,961,4503240,145699,18234,725,17390,10998,12970,2398.68,2709.54,3826.97,2382.03,151.612,146.024,1.40413,0.736424
6400000,16498,961,4503240,145643,18837,725,17950,10998,12970,2426.3,2759.2,3826.97,2382.03,151.554,147.822,1.40432,0.736519
6500000,16498,961,4503240,147593,20492,725,19307,10998,12970,2410.95,2724.53,3827.1,2382.21,153.583,146.894,1.40923,0.74571
6600000,16498,961,4503240,148596,22890,725,21482,10998,12970,2399.76,2720.98,3827.1,2382.21,154.626,147.034,1.40675,0.743954
6700000,16498,961,4503240,149271,23789,725,22249,10998,12970,2398.1,2722.47,3827.1,2382.21,155.329,147.367,1.40718,0.743265
6800000,16498,961,4503240,149788,25540,725,23948,10998,12970,2405.38,2746.02,3827.1,2382.21,155.867,149.948,1.40481,0.742287
6900000,16498,961,4503240,150751,23337,725,21732,10998,12970,2414.94,2745.48,3827.1,2382.21,156.869,149.009,1.40601,0.742456
7000000,16498,961,4503240,152327,20984,725,19910,10998,12970,2401.48,2736.12,3827.1,2382.21,158.509,147.966,1.40664,0.740921
7100000,16498,961,4503240,153496,22804,725,21449,10998,12970,2415.32,2750.03,3827.1,2382.21,159.725,150.094,1.40497,0.739953
7200000,16498,961,4503240,154096,21761,725,20527,10998,12970,2411.53,2748.8,3827.22,2382.39,160.35,152.782,1.41611,0.751852
7300000,16498,961,4503240,155499,25618,725,24170,10998,12970,2394.15,2750.51,3827.22,2382.39,161.81,154.07,1.41283,0.749583
7400000,16498,961,4503240,155341,22182,725,20799,10998,12970,2409.96,2749.82,3827.26,2382.43,161.645,154.103,1.42668,0.765651
7500000,16498,961,4503240,157108,27417,732,25799,10998,12970,2383.9,2748.42,3827.26,2382.43,163.484,155.99,1.42251,0.762834
7600000,16498,961,4503240,157053,22001,725,20552,10998,12970,2410.26,2751.87,3827.26,2382.43,163.427,155.172,1.43602,0.775807
7700000,16498,961,4503240,158849,26476,726,24759,10998,12970,2381.41,2744.69,3827.26,2382.43,165.296,156.457,1.43152,0.772822
7800000,16498,961,4503240,158099,19112,725,18058,10998,12970,2403.05,2751.79,3827.26,2382.43,164.515,156.64,1.45707,0.803904
7900000,16498,961,4503240,159084,21866,725,20485,10998,12970,2397.84,2758.15,3827.26,2382.43,165.54,157.923,1.45453,0.802253
8000000,16498,961,4503240,161528,25404,725,23187,10998,12970,2394,2740.99,3827.27,2382.45,168.083,160.131,1.45208,0.801025
8100000,16498,961,4503240,161968,25778,725,23578,10998,12970,2396.51,2747.71,3827.27,2382.45,168.541,159.751,1.45111,0.800237
8200000,16498,961,4503240,162902,27954,725,25196,10998,12970,2388.8,2740.58,3827.27,2382.45,169.513,159.351,1.44878,0.798698
8300000,16498,961,4503240,164263,31247,725,28323,10998,12970,2368.5,2740.14,3827.27,2382.45,170.929,160.64,1.44552,0.796499
8400000,16498,961,4503240,165472,31517,725,28552,10998,12970,2377.5,2745.51,3827.27,2382.45,172.187,161.787,1.44601,0.79543
8500000,16498,961,4503240,165626,24123,725,22293,10998,12970,2399.75,2759.74,3827.27,2382.45,172.348,162.468,1.45873,0.799569
8600000,16498,961,4503240,166620,27405,738,25730,10998,12970,2367.02,2759.1,3827.27,2382.45,173.382,164.082,1.45633,0.801118
8700000,16498,961,4503240,165461,15743,729,15070,10998,12970,2386.64,2750.71,3827.27,2382.46,172.176,163.881,1.47863,0.826744
8800000,16498,961,4503240,166501,18243,729,17433,10998,12970,2374.5,2755.04,3827.27,2382.46,173.258,165.234,1.4759,0.825036
8900000,16498,961,4506544,164191,21779,725,20269,10998,12970,2402.96,2774.23,3829.6,2385.62,170.854,167.821,1.46453,0.813457
9000000,16498,961,4506544,165672,23672,725,22076,10998,12970,2364.73,2726.56,3829.6,2385.62,172.395,166.497,1.46077,0.811071
9100000,16498,961,4506544,166092,25201,725,23521,10998,12970,2368.17,2750.03,3829.6,2385.62,172.832,167.379,1.45969,0.810402
9200000,16498,961,4506544,167102,26905,725,24500,10998,12970,2389.9,2765.73,3829.6,2385.62,173.883,168.652,1.45723,0.808781
9300000,16498,961,4506544,167878,23541,725,21728,10998,12970,2379.66,2746.68,3829.6,2385.62,174.691,167.081,1.47381,0.832119
9400000,16498,961,4506544,169024,26854,725,24832,10998,12970,2356.64,2753.12,3829.6,2385.62,175.883,168.627,1.471,0.830304
9500000,16498,961,4506544,170265,25647,725,23574,10998,12970,2386.22,2759.33,3829.6,2385.62,177.175,168.807,1.46983,0.829079
9600000,16498,961,4506544,171450,27607,725,25416,10998,12970,2368.67,2746.01,3829.6,2385.62,178.408,168.722,1.46683,0.827212
9700000,16498,961,4506544,172563,30516,725,27984,10998,12970,2360.66,2749.74,3829.6,2385.62,179.566,170.108,1.46416,0.825465
9800000,16498,961,4506544,171293,15147,729,14484,10998,12970,2387.4,2759.86,3829.6,2385.62,178.245,169.251,1.48052,0.834603
9900000,16498,961,4506544,172105,16455,729,15721,10998,12970,2366.63,2743.9,3829.6,2385.62,179.089,169.284,1.47852,0.833373
10000000,16498,961,4506544,173434,21832,729,20611,10998,12970,2356.32,2748.76,3829.6,2385.62,180.472,170.966,1.47524,0.831268
10100000,16498,961,4523403,167263,21053,725,19735,10998,12970,2400.34,2787.98,3832.83,2390,174.051,174.415,1.46854,0.812759
10200000,16498,961,4523403,168017,22378,725,20958,10998,12970,2387.04,2766.14,3833.29,2390.62,174.836,173.398,1.46269,0.808648
10300000,16498,961,4523403,168570,23265,725,21790,10998,12970,2370.9,2753.1,3833.29,2390.62,175.411,173.456,1.46133,0.807799
10400000,16498,961,4523403,169545,25179,725,23610,10998,12970,2345.44,2752.1,3833.29,2390.62,176.426,174.823,1.45898,0.80628
10500000,16498,961,4523403,169911,22485,725,21132,10998,12970,2396.32,2784.42,3833.29,2390.62,176.806,174.898,1.4657,0.813456
10600000,16498,961,4523403,170196,22255,725,20832,10998,12970,2379.47,2755.66,3833.29,2390.62,177.103,174.004,1.47322,0.826826
10700000,16498,961,4523403,170715,22798,725,21313,10998,12970,2371.54,2748.16,3833.29,2390.62,177.643,173.49,1.47255,0.82609
10800000,16498,961,4523403,172433,27060,731,25400,10998,12970,2331.26,2745.33,3833.29,2390.62,179.431,175.268,1.46823,0.823452
10900000,16498,961,4523403,173978,27495,739,25043,10998,12970,2353.24,2734.47,3833.29,2390.62,181.039,175.397,1.4655,0.821263
11000000,16498,961,4523403,174410,28135,739,25638,10998,12970,2346.95,2736.49,3833.29,2390.62,181.488,175.553,1.46446,0.820604
11100000,16498,961,4523403,175403,30833,739,28168,10998,12970,2330.57,2739.93,3833.29,2390.62,182.521,176.983,1.46215,0.819091
11200000,16498,961,4523403,174414,20389,729,19024,10998,12970,2376.18,2765.33,3833.29,2390.62,181.492,176.844,1.47113,0.822737
11300000,16498,961,4523403,174967,20984,729,19577,10998,12970,2361.94,2744.58,3833.29,2390.62,182.068,176.169,1.46988,0.821884
11400000,16498,961,4523403,175909,22854,729,21342,10998,12970,2334.97,2732.09,3833.29,2390.62,183.048,176.518,1.4676,0.820455
11500000,16498,961,4523403,177283,32629,725,30131,10998,12970,2338.73,2743.55,3833.29,2390.62,184.478,178.623,1.4645,0.8185
11600000,16498,961,4523403,176700,24115,725,22563,10998,12970,2364.94,2756.64,3833.29,2390.62,183.871,178.856,1.4756,0.828489
11700000,16498,961,4523403,177286,25141,725,23540,10998,12970,2344.08,2740.29,3833.29,2390.62,184.481,178.913,1.47417,0.827642
11800000,16498,961,4523403,178203,26915,725,25232,10998,12970,2321.74,2742.83,3833.29,2390.62,185.435,180.324,1.47195,0.826214
11900000,16498,961,4523403,178757,28407,725,26228,10998,12970,2358.76,2759.47,3833.29,2390.62,186.011,180.59,1.47074,0.825413
12000000,16498,961,4523403,179862,29989,725,27735,10998,12970,2329.21,2731.29,3833.29,2390.62,187.161,180.324,1.46808,0.823744
12100000,16498,961,4523403,180946,32417,725,30041,10998,12970,2311.22,2732.55,3833.29,2390.62,188.289,181.673,1.46558,0.822147
12200000,16498,961,4523403,180458,27696,739,25224,10998,12970,2361,2767.66,3833.29,2390.62,187.781,182.436,1.47985,0.825245
12300000,16498,961,4523403,180431,20332,738,18956,10998,12970,2341.2,2729.48,3833.29,2390.62,187.753,179.745,1.47886,0.828751
12400000,16498,961,4523403,180991,21466,738,20022,10998,12970,2302.98,2720.69,3833.29,2390.62,188.336,180.66,1.47762,0.827975
12500000,16498,961,4523403,181389,27011,738,25001,10998,12970,2327.61,2743.51,3833.29,2390.62,188.75,181.839,1.47664,0.82735
12600000,16498,961,4523403,181669,16420,724,15633,10998,12970,2375.23,2780.47,3833.29,2390.62,189.042,181.78,1.48715,0.834397
12700000,16498,961,4523403,182475,17227,724,16396,10998,12970,2336.01,2736.28,3833.29,2390.62,189.88,180.756,1.49444,0.840818
12800000,16498,961,4523403,183455,20074,724,19128,10998,12970,2304.43,2734.75,3833.29,2390.62,190.9,182.201,1.49203,0.839371
12900000,16498,961,4523403,183855,28040,726,25650,10998,12970,2357.12,2775.72,3833.29,2390.62,191.316,183.692,1.49125,0.838891
13000000,16498,961,4523403,182717,23325,726,21631,10998,12970,2359.93,2769.54,3833.29,2390.62,190.132,184.477,1.50006,0.849962
13100000,16498,961,4523403,183496,24286,726,22567,10998,12970,2340.94,2749.91,3833.29,2390.62,190.943,184.291,1.49802,0.848779
13200000,16498,961,4523403,184724,26800,726,24970,10998,12970,2295.79,2738.39,3833.29,2390.62,192.221,185.621,1.49504,0.846942
13300000,16498,961,4523403,184690,26985,746,24358,10998,12970,2360.53,2782.64,3833.29,2390.62,192.185,187.41,1.49681,0.847218
13400000,16498,961,4523403,182996,21736,746,19929,10998,12970,2369.09,2787.04,3833.32,2390.66,190.422,186.908,1.51728,0.867177
13500000,16498,961,4523403,184676,23924,746,21999,10998,12970,2323.44,2736.61,3833.32,2390.66,192.171,186.097,1.51292,0.864659
13600000,16498,961,4523403,185783,26461,746,24402,10998,12970,2294.84,2734.46,3833.32,2390.66,193.323,187.414,1.51017,0.863047
13700000,16498,961,4523403,185828,25800,738,22848,10998,12970,2352.16,2769.62,3833.32,2390.66,193.369,188.342,1.5123,0.864364
13800000,16498,961,4530481,180492,19192,738,17824,10998,12970,2368.06,2780.22,3835.09,2393.13,187.817,187.71,1.4997,0.844991
13900000,16498,961,4530481,180847,19557,738,18179,10998,12970,2327.1,2728.06,3835.09,2393.13,188.186,187.158,1.49877,0.844444
14000000,16498,961,4530481,182345,23476,740,21876,10998,12970,2280.25,2739.58,3835.09,2393.13,189.745,189.115,1.4951,0.842214
14100000,16498,961,4530481,181932,21411,729,20037,10998,12970,2337.04,2765.22,3835.09,2393.13,189.315,189.936,1.49656,0.843284
14200000,16498,961,4530481,183206,18352,721,17523,10998,12970,2352.9,2763.93,3835.09,2393.13,190.641,189.145,1.49664,0.84631
14300000,16498,961,4530481,183442,18600,721,17759,10998,12970,2341.38,2748.85,3835.09,2393.13,190.887,188.563,1.49607,0.845953
14400000,16498,961,4530481,184762,21370,721,20375,10998,12970,2294.5,2728,3835.09,2393.13,192.26,189.485,1.49292,0.844008
14500000,16498,961,4530481,185399,31126,725,29285,10998,12970,2306.14,2745.91,3835.09,2393.13,192.923,191.187,1.49159,0.843176
14600000,16498,961,4530481,185184,25741,725,23894,10998,12970,2355.33,2787.57,3835.09,2393.13,192.699,192.015,1.49509,0.843841
14700000,16498,961,4530481,184387,22633,725,21106,10998,12970,2356.36,2780.42,3835.89,2394.25,191.87,192.461,1.50183,0.851162
14800000,16498,961,4530481,185706,24230,725,22641,10998,12970,2313.45,2732.39,3835.89,2394.25,193.242,191.711,1.49852,0.849219
14900000,16498,961,4530481,186930,26563,725,24857,10998,12970,2267.62,2722.43,3835.89,2394.25,194.516,193.193,1.49557,0.847434
15000000,16498,961,4530481,186917,29236,746,26618,10998,12970,2334.87,2767.42,3835.89,2394.25,194.503,194.352,1.49591,0.847443
15100000,16498,961,4533736,182851,20765,744,19093,10998,12970,2372.89,2806.52,3837.71,2396.73,190.272,194.458,1.50713,0.854331
15200000,16498,961,4533736,184253,22393,744,20680,10998,12970,2348.33,2767.1,3837.88,2396.96,191.73,193.035,1.50318,0.853608
15300000,16498,961,4533736,185046,23559,744,21797,10998,12970,2293.1,2720.21,3837.88,2396.96,192.556,193.193,1.50128,0.852462
15400000,16498,961,4533736,185931,28270,744,26269,10998,12970,2272.3,2726.01,3837.88,2396.96,193.477,194.652,1.49917,0.851181
15500000,16498,961,4533736,185766,26497,738,23854,10998,12970,2332.93,2765.66,3837.88,2396.96,193.305,195.558,1.50004,0.851486
15600000,16498,961,4533736,184258,18553,738,17177,10998,12970,2368.82,2798.81,3837.99,2397.11,191.736,194.72,1.52863,0.885294
15700000,16498,961,4533736,185200,19524,738,18119,10998,12970,2335.13,2748.99,3837.99,2397.11,192.716,193.785,1.5261,0.883842
15800000,16498,961,4533736,186021,21565,738,20067,10998,12970,2282.66,2717.46,3837.99,2397.11,193.57,194.048,1.52397,0.882598
15900000,16498,961,4533736,186909,25349,730,23710,10998,12970,2290.61,2736.77,3837.99,2397.11,194.494,195.92,1.52199,0.881441
16000000,16498,961,4533736,187192,21388,721,19851,10998,12970,2337.75,2772.66,3837.99,2397.11,194.789,196.509,1.52224,0.881946
16100000,16498,961,4536991,182198,13903,721,13277,10998,12970,2376.82,2810.01,3839.14,2398.67,189.592,195.203,1.53383,0.905001
16200000,16498,961,4543485,182934,16077,721,15404,10998,12970,2310.46,2715.57,3840.3,2400.23,190.358,193.025,1.51498,0.873548
16300000,16498,961,4543485,183424,17939,721,17161,10998,12970,2274.82,2711.43,3840.3,2400.23,190.868,193.577,1.51387,0.872813
16400000,16498,961,4543485,184432,30090,725,28376,10998,12970,2279.77,2739.6,3840.3,2400.23,191.917,195.946,1.51153,0.871317
16500000,16498,961,4543485,184227,23455,725,22211,10998,12970,2329.76,2775.43,3840.3,2400.23,191.703,196.023,1.5119,0.871625
16600000,16498,961,4543485,185549,23866,725,22487,10998,12970,2291.77,2711.1,3840.3,2400.23,193.079,194.795,1.5085,0.869652
16700000,16498,961,4543485,186070,25637,725,24137,10998,12970,2256.2,2706.15,3840.3,2400.23,193.621,195.322,1.50731,0.868879
16800000,16498,961,4543485,186719,29615,725,27874,10998,12970,2271.28,2725.43,3840.3,2400.23,194.297,196.692,1.50573,0.867904
16900000,16498,961,4543485,187048,28802,744,26499,10998,12970,2322.13,2772.31,3840.3,2400.23,194.639,197.866,1.50518,0.867404
17000000,16498,961,4543485,186779,24346,744,22333,10998,12970,2358.2,2805.33,3840.3,2400.23,194.359,196.479,1.51512,0.869935
17000000,16498,961,4543485,186778,24346,744,22333,10998,12970,2358.2,2805.33,3840.3,2400.23,194.358,196.48,1.51512,0.869937
17100000,16498,961,4559664,182159,20127,743,18438,10998,12970,2380.36,2828.2,3844.64,2406.19,189.552,198.508,1.51011,0.864744
17200000,16498,961,4572513,177647,19298,745,17712,10998,12970,2397.63,2845.91,3850.61,2414.3,184.856,197.914,1.49025,0.82686
17300000,16498,961,4575711,178348,20435,745,18773,10998,12970,2379.69,2823.7,3851.48,2415.48,185.586,196.825,1.48677,0.821792
17400000,16498,961,4575711,178301,20246,745,18572,10998,12970,2391.58,2835.4,3851.85,2415.99,185.537,196.723,1.49973,0.844063
17500000,16498,961,4575711,178984,20991,745,19255,10998,12970,2381.75,2830.51,3851.85,2415.99,186.248,196.985,1.49817,0.843062
17600000,16498,961,4575711,179459,21586,745,19853,10998,12970,2347.57,2792.32,3852.07,2416.29,186.742,195.921,1.51426,0.880004
17700000,16498,961,4575711,180573,24281,745,22413,10998,12970,2290.97,2779.82,3852.07,2416.29,187.901,197.194,1.51142,0.878286
17800000,16498,961,4575711,179928,23832,738,21747,10998,12970,2363.1,2817.39,3852.07,2416.29,187.23,198.238,1.51343,0.879341
17900000,16498,961,4575711,180871,20480,734,18716,10998,12970,2394.53,2844.67,3852.07,2416.29,188.211,198.546,1.51814,0.885042
18000000,16498,961,4575711,177522,17438,734,16336,10998,12970,2391.98,2832.62,3853.22,2417.84,184.726,197.289,1.51016,0.872902
18100000,16498,961,4575711,179278,20245,734,19029,10998,12970,2311.15,2771.04,3853.22,2417.84,186.554,196.543,1.50553,0.870091
18200000,16498,961,4575711,180182,24816,730,23282,10998,12970,2309.17,2786.72,3853.22,2417.84,187.494,198.377,1.50329,0.868723
18300000,16498,961,4575711,179661,18193,721,17182,10998,12970,2369.68,2819.75,3853.22,2417.84,186.952,198.776,1.50572,0.870665
18400000,16498,961,4575711,181075,18580,721,17308,10998,12970,2382.67,2828.02,3853.22,2417.84,188.424,198.305,1.50643,0.871762
18500000,16498,961,4575711,183668,23322,729,21866,10998,12970,2267.94,2774.96,3853.22,2417.84,191.122,199.096,1.49973,0.867646
18600000,16498,961,4575711,182619,26146,747,24211,10998,12970,2345.68,2815.17,3853.22,2417.84,190.03,199.76,1.50241,0.869318
18700000,16498,961,4575711,182966,25092,744,22872,10998,12970,2370.53,2830.05,3853.22,2417.84,190.391,200.235,1.50155,0.868756
18800000,16498,961,4575711,185241,27117,743,24487,10998,12970,2337.41,2773.66,3853.22,2417.84,192.759,199.895,1.50108,0.865986
18900000,16498,961,4575711,185248,27248,743,24543,10998,12970,2361.35,2807.86,3853.22,2417.84,192.766,199.972,1.50103,0.865956
19000000,16498,961,4575711,184378,26361,743,23673,10998,12970,2374.85,2828.82,3853.22,2417.84,191.861,200.479,1.5033,0.867299
19100000,16498,961,4575711,186563,29576,744,26762,10998,12970,2286.46,2760.2,3853.22,2417.84,194.134,200.015,1.4978,0.863936
19200000,16498,961,4575711,186792,34881,770,31699,10998,12970,2309.07,2795.14,3853.22,2417.84,194.373,201.765,1.49734,0.863638
19300000,16498,961,4575711,186891,29759,738,26648,10998,12970,2348.23,2811.84,3853.22,2417.84,194.476,202.252,1.49772,0.863493
19400000,16498,961,4575711,188750,30850,734,27365,10998,12970,2355.28,2808.76,3853.22,2417.84,196.41,201.025,1.49786,0.86129
19500000,16498,961,4575711,190520,34410,734,30755,10998,12970,2260.86,2769.88,3853.22,2417.84,198.252,201.906,1.49364,0.858649
19600000,16498,961,4575711,189715,32571,721,29006,10998,12970,2340.16,2807.53,3853.22,2417.84,197.414,203.053,1.49591,0.860099
19700000,16498,961,4575711,190165,29855,721,26437,10998,12970,2357.96,2820.94,3853.22,2417.84,197.882,203.256,1.49641,0.860332
19800000,16498,961,4575711,192052,26262,721,24733,10998,12970,2308.01,2766.25,3853.22,2417.84,199.846,202.116,1.50049,0.859883
19900000,16498,961,4575711,193208,30225,721,28472,10998,12970,2250.52,2754.83,3853.22,2417.84,201.049,203.461,1.49775,0.858212
20000000,16498,961,4575711,192580,31658,742,29449,10998,12970,2331.57,2803.76,3853.22,2417.84,200.395,204.369,1.49917,0.859102
20100000,16498,961,4575711,193999,37205,744,32275,10998,12970,2351.06,2818.57,3853.22,2417.84,201.872,204.372,1.49594,0.857097
