algorithm_description,avg_time_per_node_ns,nodes_expanded,count_enqueue,avg_time_enqueue_ns,count_dequeue,avg_time_dequeue_ns,total_overhead_ms
"A* with AggregatedTwoLevelBucketQueue (a=1, b=1)",22211.737471707296,45018.92,2069540.85,21.30440041912367,45019.65,36.76647988362506,46.335039189999996
"A* with AggregatedTwoLevelBucketQueue (a=10, b=1)",19614.508405399745,55100.7,2532255.15,20.253216837133692,55101.6,25.255717693672974,53.21246578
"A* with AggregatedTwoLevelBucketQueue (a=2, b=1)",19335.451892011595,45328.18,2083725.07,20.260447131968064,45328.9,31.39836629927015,44.038439849999996
"A* with AggregatedTwoLevelBucketQueue (a=3, b=1)",19193.104317433153,47504.15,2183633.23,20.080223401366393,47505.02,30.128687722066793,45.93661041
"A* with AggregatedTwoLevelBucketQueue (a=4, b=1)",19162.21502141705,45970.62,2113228.99,20.08488688881327,45971.39,29.25102503134589,44.359682629999995
"A* with AggregatedTwoLevelBucketQueue (a=5, b=1)",19289.430480087034,48413.2,2225368.33,19.9906988543359,48414.0,28.136400210191287,46.52468343
A* with IndexedHeap (D=2),42601.734138140426,47267.79,2171863.45,40.425928116656294,47267.79,175.2380802300187,103.94363030000001
