environment,instance,algorithm_description,solution_cost,nodes_expanded,nodes_generated,total_time_ms,memory_peak_kb,count_enqueue,time_enqueue_ns,count_dequeue,time_dequeue_ns,count_rebuild,time_rebuild_ns,count_decrease_key,time_decrease_key_ns,count_stale_pops,count_update_pushes,wasted_time_ns,total_overhead_ns,instance_number
random_grid,1,"ANA* with RealBucketHeap (a=250, b=1, D=2)",21257,133670415,145956739.0,14524.1,2590240.0,145956740.0,3147250000.0,145956740.0,3039780000.0,221.0,23587800.0,0.0,0.0,12278762.0,125995106.0,255725000.0,6210620000.0,78
random_grid,2,ANA* with IndexedHeap (D=2),21212,66607890,74833410.0,13551.8,2590240.0,66607899.0,2648640000.0,66607899.0,5225920000.0,608.0,262288000.0,8225512.0,334027000.0,0.0,54874705.0,0.0,8470870000.0,79
random_grid,2,"ANA* with RealBucketHeap (a=1, b=1, D=2)",21212,45136481,52296424.0,12530.8,2590240.0,52296425.0,3279340000.0,52296425.0,5029370000.0,399.0,46448900.0,0.0,0.0,7159035.0,32337717.0,688488000.0,8355160000.0,80
random_grid,2,"ANA* with RealBucketHeap (a=25, b=1, D=2)",21212,59145938,66131631.0,9108.6,2590240.0,66131632.0,2282590000.0,66131632.0,2464930000.0,538.0,34470800.0,0.0,0.0,6984525.0,46172925.0,260334000.0,4781980000.0,81
random_grid,2,"ANA* with RealBucketHeap (a=50, b=1, D=2)",21212,79390760,86984247.0,10992.1,2590240.0,86984248.0,2631020000.0,86984248.0,2756700000.0,342.0,27280100.0,0.0,0.0,7591496.0,67025539.0,240589000.0,5415010000.0,82
random_grid,2,"ANA* with RealBucketHeap (a=100, b=1, D=2)",21212,85992247,94074490.0,10227.4,2590240.0,94074491.0,2338090000.0,94074491.0,2330750000.0,168.0,16521900.0,0.0,0.0,8079741.0,74115782.0,200181000.0,4685370000.0,83
random_grid,2,"ANA* with RealBucketHeap (a=150, b=1, D=2)",21212,95045901,104401051.0,10925.3,2590240.0,104401052.0,2425290000.0,104401052.0,2347180000.0,169.0,14438500.0,0.0,0.0,9352513.0,84442343.0,210266000.0,4786900000.0,84
random_grid,2,"ANA* with RealBucketHeap (a=200, b=1, D=2)",21212,106597716,116907880.0,12042.1,2590240.0,116907881.0,2650200000.0,116907881.0,2498650000.0,75.0,7383920.0,0.0,0.0,10307614.0,96949172.0,220302000.0,5156230000.0,85
random_grid,2,"ANA* with RealBucketHeap (a=250, b=1, D=2)",21212,112484964,123486063.0,12299.7,2590240.0,123486064.0,2644920000.0,123486064.0,2498920000.0,198.0,20265300.0,0.0,0.0,10992907.0,103527355.0,222457000.0,5164100000.0,86
random_grid,3,ANA* with IndexedHeap (D=2),21239,46346530,53832603.0,10429.7,2590240.0,46346548.0,1799440000.0,46346548.0,4033040000.0,987.0,233979000.0,7486056.0,321245000.0,0.0,33875208.0,0.0,6387700000.0,87
random_grid,3,"ANA* with RealBucketHeap (a=1, b=1, D=2)",21239,52883679,60892564.0,14363.2,2590240.0,60892565.0,3728350000.0,60892565.0,5773220000.0,388.0,46574600.0,0.0,0.0,8008080.0,40935169.0,759246000.0,9548150000.0,88
random_grid,3,"ANA* with RealBucketHeap (a=25, b=1, D=2)",21239,62202551,69400654.0,9253.81,2590240.0,69400655.0,2314440000.0,69400655.0,2502460000.0,242.0,13727900.0,0.0,0.0,7197284.0,49443257.0,259521000.0,4830630000.0,89
random_grid,3,"ANA* with RealBucketHeap (a=50, b=1, D=2)",21239,79871847,87780677.0,11081.8,2590240.0,87780678.0,2645410000.0,87780678.0,2774520000.0,367.0,28682000.0,0.0,0.0,7907033.0,67823280.0,249921000.0,5448610000.0,90
random_grid,3,"ANA* with RealBucketHeap (a=100, b=1, D=2)",21239,93865635,102738665.0,11159.6,2590240.0,102738666.0,2560480000.0,102738666.0,2517310000.0,238.0,24017500.0,0.0,0.0,8871203.0,82781268.0,217363000.0,5101810000.0,91
random_grid,3,"ANA* with RealBucketHeap (a=150, b=1, D=2)",21239,101935091,111677029.0,11713.0,2590240.0,111677030.0,2617670000.0,111677030.0,2521210000.0,136.0,13555800.0,0.0,0.0,9738852.0,91719632.0,219863000.0,5152430000.0,92
random_grid,3,"ANA* with RealBucketHeap (a=200, b=1, D=2)",21239,127259715,138777747.0,14387.3,2590240.0,138777748.0,3177880000.0,138777748.0,3060680000.0,257.0,27434300.0,0.0,0.0,11510682.0,118820350.0,253862000.0,6265990000.0,93
random_grid,3,"ANA* with RealBucketHeap (a=250, b=1, D=2)",21239,140381955,152867754.0,15423.4,2590240.0,152867755.0,3350320000.0,152867755.0,3193180000.0,123.0,15470700.0,0.0,0.0,12481452.0,132910357.0,260719000.0,6558970000.0,94
random_grid,4,ANA* with IndexedHeap (D=2),21290,99324051,109081371.0,19669.6,2590240.0,99324056.0,3872470000.0,99324056.0,7789500000.0,429.0,258442000.0,9757316.0,399281000.0,0.0,89117990.0,0.0,12319700000.0,95
random_grid,4,"ANA* with RealBucketHeap (a=1, b=1, D=2)",21290,98551585,108459277.0,24038.2,2699340.0,108459278.0,5971910000.0,108459278.0,9865470000.0,654.0,80631400.0,0.0,0.0,9905441.0,88495896.0,901001000.0,15918000000.0,96
